Subject,Folder,Image,CDF,MaxCDF,MeanCDF,OnsetGT,OffsetGT,Onset,Offset,Total,Tau,Threshold,Spotted,SP_onset,SP_offset,Evaluation
sub08,EP13_01f,225,0,62.3559922,13.65077093,49,126,33,142,461,0,13.65077093,0,,,TN
sub08,EP13_01f,257,0,62.3559922,13.65077093,49,126,33,142,461,0,13.65077093,0,,,TN
sub08,EP13_01f,289,62.3559922,62.3559922,13.65077093,49,126,33,142,461,0,13.65077093,289,257,321,FP
sub08,EP13_01f,321,42.72622122,62.3559922,13.65077093,49,126,33,142,461,0,13.65077093,321,289,353,FP
sub08,EP13_01f,353,0,62.3559922,13.65077093,49,126,33,142,461,0,13.65077093,0,,,TN
sub08,EP13_01f,385,15.76435694,62.3559922,13.65077093,49,126,33,142,461,0,13.65077093,385,353,417,FP
sub09,EP05_02,65,0,32.32918829,10.16969061,66,196,50,212,271,0,10.16969061,0,,,TN
sub09,EP05_02,97,0,32.32918829,10.16969061,66,196,50,212,271,0,10.16969061,0,,,TN
sub09,EP05_02,129,32.32918829,32.32918829,10.16969061,66,196,50,212,271,0,10.16969061,129,97,161,TP
sub09,EP05_02,161,10.28136175,32.32918829,10.16969061,66,196,50,212,271,0,10.16969061,161,129,193,TP
sub09,EP05_02,193,8.237902998,32.32918829,10.16969061,66,196,50,212,271,0,10.16969061,0,,,TN
sub09,EP05_03,65,30.76491222,30.76491222,10.43954593,91,156,75,172,279,0,10.43954593,65,33,97,FP
sub09,EP05_03,97,21.43281743,30.76491222,10.43954593,91,156,75,172,279,0,10.43954593,97,65,129,TP
sub09,EP05_03,129,0,30.76491222,10.43954593,91,156,75,172,279,0,10.43954593,0,,,TN
sub09,EP05_03,161,0,30.76491222,10.43954593,91,156,75,172,279,0,10.43954593,0,,,TN
sub09,EP05_03,193,0,30.76491222,10.43954593,91,156,75,172,279,0,10.43954593,0,,,TN
sub09,EP05_05,65,0,3.38800379,1.694001895,46,96,30,112,169,0,1.694001895,0,,,TN
sub09,EP05_05,97,3.38800379,3.38800379,1.694001895,46,96,30,112,169,0,1.694001895,97,65,129,TP
sub09,EP06_01f,65,47.20966527,47.20966527,11.84101941,66,186,50,202,388,0,11.84101941,65,33,97,TP
sub09,EP06_01f,97,6.527456716,47.20966527,11.84101941,66,186,50,202,388,0,11.84101941,0,,,TN
sub09,EP06_01f,129,0,47.20966527,11.84101941,66,186,50,202,388,0,11.84101941,0,,,TN
sub09,EP06_01f,161,7.335987709,47.20966527,11.84101941,66,186,50,202,388,0,11.84101941,0,,,TN
sub09,EP06_01f,193,15.63014678,47.20966527,11.84101941,66,186,50,202,388,0,11.84101941,193,161,225,TP
sub09,EP06_01f,225,0,47.20966527,11.84101941,66,186,50,202,388,0,11.84101941,0,,,TN
sub09,EP06_01f,257,29.86591819,47.20966527,11.84101941,66,186,50,202,388,0,11.84101941,257,225,289,FP
sub09,EP06_01f,289,0,47.20966527,11.84101941,66,186,50,202,388,0,11.84101941,0,,,TN
sub09,EP06_01f,321,0,47.20966527,11.84101941,66,186,50,202,388,0,11.84101941,0,,,TN
sub09,EP06_02f,65,0,40.33135225,13.44378408,36,131,20,147,201,0,13.44378408,0,,,TN
sub09,EP06_02f,97,0,40.33135225,13.44378408,36,131,20,147,201,0,13.44378408,0,,,TN
sub09,EP06_02f,129,40.33135225,40.33135225,13.44378408,36,131,20,147,201,0,13.44378408,129,97,161,TP
sub09,EP09_04,65,46.49722126,46.49722126,16.0381792,26,146,10,162,220,0,16.0381792,65,33,97,TP
sub09,EP09_04,97,0,46.49722126,16.0381792,26,146,10,162,220,0,16.0381792,0,,,TN
sub09,EP09_04,129,1.617316324,46.49722126,16.0381792,26,146,10,162,220,0,16.0381792,0,,,TN
sub09,EP09_05,65,0,0,0,26,111,10,127,169,0,0,65,33,97,TP
sub09,EP09_05,97,0,0,0,26,111,10,127,169,0,0,97,65,129,TP
sub09,EP13_01,65,29.79356806,34.65058469,32.22207637,31,121,15,137,161,0,32.22207637,0,,,TN
sub09,EP13_01,97,34.65058469,34.65058469,32.22207637,31,121,15,137,161,0,32.22207637,97,65,129,TP
sub09,EP13_02,65,13.80893501,36.11252529,12.48036507,71,131,55,147,225,0,12.48036507,65,33,97,TP
sub09,EP13_02,97,36.11252529,36.11252529,12.48036507,71,131,55,147,225,0,12.48036507,97,65,129,TP
sub09,EP13_02,129,0,36.11252529,12.48036507,71,131,55,147,225,0,12.48036507,0,,,TN
sub09,EP13_02,161,0,36.11252529,12.48036507,71,131,55,147,225,0,12.48036507,0,,,TN
sub09,EP15_05,65,28.87053685,28.87053685,12.73049045,56,111,40,127,200,0,12.73049045,65,33,97,TP
sub09,EP15_05,97,0,28.87053685,12.73049045,56,111,40,127,200,0,12.73049045,0,,,TN
sub09,EP15_05,129,9.320934483,28.87053685,12.73049045,56,111,40,127,200,0,12.73049045,0,,,TN
sub09,EP17_08,65,1.075218641,1.075218641,1.075218641,6,76,-10,92,129,0,1.075218641,65,33,97,TP
sub10,EP06_01f,65,0,0,0,11,101,-5,117,157,0,0,65,33,97,TP
sub10,EP08_01f,65,26.57348829,26.57348829,15.94874343,76,141,60,157,203,0,15.94874343,65,33,97,TP
sub10,EP08_01f,97,21.27274201,26.57348829,15.94874343,76,141,60,157,203,0,15.94874343,97,65,129,TP
sub10,EP08_01f,129,0,26.57348829,15.94874343,76,141,60,157,203,0,15.94874343,0,,,TN
sub10,EP10_01f,65,0,8.569477142,2.856492381,111,171,95,187,194,0,2.856492381,0,,,TN
sub10,EP10_01f,97,8.569477142,8.569477142,2.856492381,111,171,95,187,194,0,2.856492381,97,65,129,TP
sub10,EP10_01f,129,0,8.569477142,2.856492381,111,171,95,187,194,0,2.856492381,0,,,TN
sub10,EP11_01,65,34.20189255,34.20189255,34.20189255,31,101,15,117,139,0,34.20189255,65,33,97,TP
sub10,EP12_04,65,14.90967415,14.90967415,14.90967415,61,146,45,162,155,0,14.90967415,65,33,97,TP
sub10,EP13_02f,65,1.845905775,1.845905775,1.845905775,41,131,25,147,156,0,1.845905775,65,33,97,TP
sub10,EP13_03f,65,20.66293082,20.66293082,20.66293082,11,76,-5,92,152,0,20.66293082,65,33,97,TP
sub10,EP16_02f,65,0,0,0,21,110,5,126,132,0,0,65,33,97,TP
sub10,EP19_04f,65,0,0,0,81,126,65,142,152,0,0,65,33,97,TP
sub11,EP02_06f,65,17.86084928,17.86084928,17.86084928,71,116,55,132,136,0,17.86084928,65,33,97,TP
sub11,EP08_01f,65,0,0,0,96,146,80,162,160,0,0,65,33,97,FP
sub11,EP12_03f,65,0,31.29614991,6.91001668,91,185,75,201,275,0,6.91001668,0,,,TN
sub11,EP12_03f,97,3.253933495,31.29614991,6.91001668,91,185,75,201,275,0,6.91001668,0,,,TN
sub11,EP12_03f,129,31.29614991,31.29614991,6.91001668,91,185,75,201,275,0,6.91001668,129,97,161,TP
sub11,EP12_03f,161,0,31.29614991,6.91001668,91,185,75,201,275,0,6.91001668,0,,,TN
sub11,EP12_03f,193,0,31.29614991,6.91001668,91,185,75,201,275,0,6.91001668,0,,,TN
sub11,EP13_02f,65,5.394063493,5.394063493,5.394063493,51,141,35,157,154,0,5.394063493,65,33,97,TP
sub11,EP13_03f,65,63.70209914,63.70209914,31.85104957,6,81,-10,97,170,0,31.85104957,65,33,97,TP
sub11,EP13_03f,97,0,63.70209914,31.85104957,6,81,-10,97,170,0,31.85104957,0,,,TN
sub11,EP13_05f,65,0,0,0,16,111,0,127,176,0,0,65,33,97,TP
sub11,EP13_05f,97,0,0,0,16,111,0,127,176,0,0,97,65,129,TP
sub11,EP15_01f,65,8.067575557,8.067575557,2.689191852,56,111,40,127,210,0,2.689191852,65,33,97,TP
sub11,EP15_01f,97,0,8.067575557,2.689191852,56,111,40,127,210,0,2.689191852,0,,,TN
sub11,EP15_01f,129,0,8.067575557,2.689191852,56,111,40,127,210,0,2.689191852,0,,,TN
sub11,EP15_04f,65,3.751254189,3.751254189,1.875627094,61,96,45,112,185,0,1.875627094,65,33,97,TP
sub11,EP15_04f,97,0,3.751254189,1.875627094,61,96,45,112,185,0,1.875627094,0,,,TN
sub11,EP18_03f,65,0,54.57956925,12.56136555,56,131,40,147,354,0,12.56136555,0,,,TN
sub11,EP18_03f,97,0,54.57956925,12.56136555,56,131,40,147,354,0,12.56136555,0,,,TN
sub11,EP18_03f,129,45.91135515,54.57956925,12.56136555,56,131,40,147,354,0,12.56136555,129,97,161,TP
sub11,EP18_03f,161,0,54.57956925,12.56136555,56,131,40,147,354,0,12.56136555,0,,,TN
sub11,EP18_03f,193,0,54.57956925,12.56136555,56,131,40,147,354,0,12.56136555,0,,,TN
sub11,EP18_03f,225,54.57956925,54.57956925,12.56136555,56,131,40,147,354,0,12.56136555,225,193,257,FP
sub11,EP18_03f,257,0,54.57956925,12.56136555,56,131,40,147,354,0,12.56136555,0,,,TN
sub11,EP18_03f,289,0,54.57956925,12.56136555,56,131,40,147,354,0,12.56136555,0,,,TN
sub11,EP19_03f,65,0,32.69619886,10.89873295,11,151,-5,167,194,0,10.89873295,0,,,TN
sub11,EP19_03f,97,32.69619886,32.69619886,10.89873295,11,151,-5,167,194,0,10.89873295,97,65,129,TP
sub11,EP19_03f,129,0,32.69619886,10.89873295,11,151,-5,167,194,0,10.89873295,0,,,TN
sub12,EP01_02,65,37.53720772,37.53720772,11.28707615,31,106,15,122,316,0,11.28707615,65,33,97,TP
sub12,EP01_02,97,0,37.53720772,11.28707615,31,106,15,122,316,0,11.28707615,0,,,TN
sub12,EP01_02,129,0,37.53720772,11.28707615,31,106,15,122,316,0,11.28707615,0,,,TN
sub12,EP01_02,161,22.69037621,37.53720772,11.28707615,31,106,15,122,316,0,11.28707615,161,129,193,FP
sub12,EP01_02,193,0,37.53720772,11.28707615,31,106,15,122,316,0,11.28707615,0,,,TN
sub12,EP01_02,225,7.494872948,37.53720772,11.28707615,31,106,15,122,316,0,11.28707615,0,,,TN
sub12,EP02_05,65,0,22.76707419,8.944069268,41,140,25,156,267,0,8.944069268,0,,,TN
sub12,EP02_05,97,15.84743053,22.76707419,8.944069268,41,140,25,156,267,0,8.944069268,97,65,129,TP
sub12,EP02_05,129,6.105841622,22.76707419,8.944069268,41,140,25,156,267,0,8.944069268,0,,,TN
sub12,EP02_05,161,0,22.76707419,8.944069268,41,140,25,156,267,0,8.944069268,0,,,TN
sub12,EP02_05,193,22.76707419,22.76707419,8.944069268,41,140,25,156,267,0,8.944069268,193,161,225,FP
sub12,EP03_02,65,31.07783125,31.07783125,31.07783125,26,91,10,107,143,0,31.07783125,65,33,97,TP
sub12,EP03_04,65,0,30.04289702,13.96208518,60,156,44,172,228,0,13.96208518,0,,,TN
sub12,EP03_04,97,30.04289702,30.04289702,13.96208518,60,156,44,172,228,0,13.96208518,97,65,129,TP
sub12,EP03_04,129,2.43160515,30.04289702,13.96208518,60,156,44,172,228,0,13.96208518,0,,,TN
sub12,EP03_04,161,23.37383855,30.04289702,13.96208518,60,156,44,172,228,0,13.96208518,161,129,193,TP
sub12,EP04_16,65,38.74155651,38.74155651,11.96801789,36,135,20,151,288,0,11.96801789,65,33,97,TP
sub12,EP04_16,97,0,38.74155651,11.96801789,36,135,20,151,288,0,11.96801789,0,,,TN
sub12,EP04_16,129,0,38.74155651,11.96801789,36,135,20,151,288,0,11.96801789,0,,,TN
sub12,EP04_16,161,0,38.74155651,11.96801789,36,135,20,151,288,0,11.96801789,0,,,TN
sub12,EP04_16,193,21.09853294,38.74155651,11.96801789,36,135,20,151,288,0,11.96801789,193,161,225,FP
sub12,EP06_06,65,37.29181602,37.29181602,23.95162323,36,111,20,127,191,0,23.95162323,65,33,97,TP
sub12,EP06_06,97,10.61143044,37.29181602,23.95162323,36,111,20,127,191,0,23.95162323,0,,,TN
sub12,EP08_01,65,0,42.76661736,10.69165434,46,106,30,122,252,0,10.69165434,0,,,TN
sub12,EP08_01,97,42.76661736,42.76661736,10.69165434,46,106,30,122,252,0,10.69165434,97,65,129,TP
sub12,EP08_01,129,0,42.76661736,10.69165434,46,106,30,122,252,0,10.69165434,0,,,TN
sub12,EP08_01,161,0,42.76661736,10.69165434,46,106,30,122,252,0,10.69165434,0,,,TN
sub12,EP08_03,65,4.5230938,64.09956904,13.11989047,76,156,60,172,327,0,13.11989047,0,,,TN
sub12,EP08_03,97,0,64.09956904,13.11989047,76,156,60,172,327,0,13.11989047,0,,,TN
sub12,EP08_03,129,0,64.09956904,13.11989047,76,156,60,172,327,0,13.11989047,0,,,TN
sub12,EP08_03,161,19.53678628,64.09956904,13.11989047,76,156,60,172,327,0,13.11989047,161,129,193,TP
sub12,EP08_03,193,0,64.09956904,13.11989047,76,156,60,172,327,0,13.11989047,0,,,TN
sub12,EP08_03,225,3.679784163,64.09956904,13.11989047,76,156,60,172,327,0,13.11989047,0,,,TN
sub12,EP08_03,257,64.09956904,64.09956904,13.11989047,76,156,60,172,327,0,13.11989047,257,225,289,FP
sub12,EP08_07,65,2.129833146,35.44231763,8.812639374,111,186,95,202,339,0,8.812639374,0,,,TN
sub12,EP08_07,97,15.55347481,35.44231763,8.812639374,111,186,95,202,339,0,8.812639374,97,65,129,TP
sub12,EP08_07,129,0,35.44231763,8.812639374,111,186,95,202,339,0,8.812639374,0,,,TN
sub12,EP08_07,161,35.44231763,35.44231763,8.812639374,111,186,95,202,339,0,8.812639374,161,129,193,TP
sub12,EP08_07,193,0,35.44231763,8.812639374,111,186,95,202,339,0,8.812639374,0,,,TN
sub12,EP08_07,225,8.56285003,35.44231763,8.812639374,111,186,95,202,339,0,8.812639374,0,,,TN
sub12,EP08_07,257,0,35.44231763,8.812639374,111,186,95,202,339,0,8.812639374,0,,,TN
sub12,EP09_02,65,5.513066056,5.513066056,1.837688685,16,101,0,117,209,0,1.837688685,65,33,97,TP
sub12,EP09_02,97,0,5.513066056,1.837688685,16,101,0,117,209,0,1.837688685,0,,,TN
sub12,EP09_02,129,0,5.513066056,1.837688685,16,101,0,117,209,0,1.837688685,0,,,TN
sub12,EP09_06,65,0,44.87252217,16.08341506,66,111,50,127,233,0,16.08341506,0,,,TN
sub12,EP09_06,97,44.87252217,44.87252217,16.08341506,66,111,50,127,233,0,16.08341506,97,65,129,TP
sub12,EP09_06,129,19.46113807,44.87252217,16.08341506,66,111,50,127,233,0,16.08341506,129,97,161,FP
sub12,EP09_06,161,0,44.87252217,16.08341506,66,111,50,127,233,0,16.08341506,0,,,TN
sub12,EP16_02,65,0,70.34817098,19.1334425,136,226,120,242,411,0,19.1334425,0,,,TN
sub12,EP16_02,97,70.34817098,70.34817098,19.1334425,136,226,120,242,411,0,19.1334425,97,65,129,FP
sub12,EP16_02,129,0,70.34817098,19.1334425,136,226,120,242,411,0,19.1334425,0,,,TN
sub12,EP16_02,161,40.86512562,70.34817098,19.1334425,136,226,120,242,411,0,19.1334425,161,129,193,TP
sub12,EP16_02,193,0,70.34817098,19.1334425,136,226,120,242,411,0,19.1334425,0,,,TN
sub12,EP16_02,225,0,70.34817098,19.1334425,136,226,120,242,411,0,19.1334425,0,,,TN
sub12,EP16_02,257,7.470517122,70.34817098,19.1334425,136,226,120,242,411,0,19.1334425,0,,,TN
sub12,EP16_02,289,8.624065653,70.34817098,19.1334425,136,226,120,242,411,0,19.1334425,0,,,TN
sub12,EP16_02,321,44.89310313,70.34817098,19.1334425,136,226,120,242,411,0,19.1334425,321,289,353,FP
sub13,EP01_01,65,24.23363636,24.23363636,8.247350201,76,131,60,147,224,0,8.247350201,65,33,97,TP
sub13,EP01_01,97,0,24.23363636,8.247350201,76,131,60,147,224,0,8.247350201,0,,,TN
sub13,EP01_01,129,0.508414248,24.23363636,8.247350201,76,131,60,147,224,0,8.247350201,0,,,TN
sub13,EP01_02,65,64.63741507,64.63741507,64.63741507,76,116,60,132,132,0,64.63741507,65,33,97,TP
sub13,EP03_01,65,0,0,0,31,111,15,127,132,0,0,65,33,97,TP
sub13,EP08_01,65,5.387503373,5.387503373,4.670638127,54,106,38,122,163,0,4.670638127,65,33,97,TP
sub13,EP08_01,97,3.953772882,5.387503373,4.670638127,54,106,38,122,163,0,4.670638127,0,,,TN
sub13,EP09_10,65,38.62990871,38.62990871,19.27895303,51,126,35,142,222,0,19.27895303,65,33,97,TP
sub13,EP09_10,97,19.2069504,38.62990871,19.27895303,51,126,35,142,222,0,19.27895303,0,,,TN
sub13,EP09_10,129,0,38.62990871,19.27895303,51,126,35,142,222,0,19.27895303,0,,,TN
sub14,EP09_04,65,25.57287341,25.57287341,25.57287341,21,106,5,122,146,0,25.57287341,65,33,97,TP
sub15,EP04_02,65,0,56.60745841,28.3037292,21,111,5,127,182,0,28.3037292,0,,,TN
sub15,EP04_02,97,56.60745841,56.60745841,28.3037292,21,111,5,127,182,0,28.3037292,97,65,129,TP
sub16,EP01_05,65,0,0,0,66,156,50,172,156,0,0,65,33,97,TP
sub16,EP01_08,65,6.262998159,6.262998159,2.571219202,73,110,57,126,219,0,2.571219202,65,33,97,TP
sub16,EP01_08,97,1.450659447,6.262998159,2.571219202,73,110,57,126,219,0,2.571219202,0,,,TN
sub16,EP01_08,129,0,6.262998159,2.571219202,73,110,57,126,219,0,2.571219202,0,,,TN
sub16,EP01_09f,65,59.85973688,59.85973688,26.41457995,51,163,35,179,196,0,26.41457995,65,33,97,TP
sub16,EP01_09f,97,0,59.85973688,26.41457995,51,163,35,179,196,0,26.41457995,0,,,TN
sub16,EP01_09f,129,19.38400297,59.85973688,26.41457995,51,163,35,179,196,0,26.41457995,0,,,TN
sub16,EP04_02f,65,10.05147253,66.03996031,10.36606322,181,271,165,287,649,0,10.36606322,0,,,TN
sub16,EP04_02f,97,20.95069211,66.03996031,10.36606322,181,271,165,287,649,0,10.36606322,97,65,129,FP
sub16,EP04_02f,129,0,66.03996031,10.36606322,181,271,165,287,649,0,10.36606322,0,,,TN
sub16,EP04_02f,161,14.03449881,66.03996031,10.36606322,181,271,165,287,649,0,10.36606322,161,129,193,FP
sub16,EP04_02f,193,3.766521492,66.03996031,10.36606322,181,271,165,287,649,0,10.36606322,0,,,TN
sub16,EP04_02f,225,0,66.03996031,10.36606322,181,271,165,287,649,0,10.36606322,0,,,TN
sub16,EP04_02f,257,0,66.03996031,10.36606322,181,271,165,287,649,0,10.36606322,0,,,TN
sub16,EP04_02f,289,66.03996031,66.03996031,10.36606322,181,271,165,287,649,0,10.36606322,289,257,321,FP
sub16,EP04_02f,321,0,66.03996031,10.36606322,181,271,165,287,649,0,10.36606322,0,,,TN
sub16,EP04_02f,353,0,66.03996031,10.36606322,181,271,165,287,649,0,10.36606322,0,,,TN
sub16,EP04_02f,385,0,66.03996031,10.36606322,181,271,165,287,649,0,10.36606322,0,,,TN
sub16,EP04_02f,417,41.36929861,66.03996031,10.36606322,181,271,165,287,649,0,10.36606322,417,385,449,FP
sub16,EP04_02f,449,0,66.03996031,10.36606322,181,271,165,287,649,0,10.36606322,0,,,TN
sub16,EP04_02f,481,5.038879017,66.03996031,10.36606322,181,271,165,287,649,0,10.36606322,0,,,TN
sub16,EP04_02f,513,0,66.03996031,10.36606322,181,271,165,287,649,0,10.36606322,0,,,TN
sub16,EP04_02f,545,0,66.03996031,10.36606322,181,271,165,287,649,0,10.36606322,0,,,TN
sub16,EP04_02f,577,14.97175184,66.03996031,10.36606322,181,271,165,287,649,0,10.36606322,577,545,609,FP
sub17,EP01_06,65,0,43.57201989,14.74114217,81,121,65,137,199,0,14.74114217,0,,,TN
sub17,EP01_06,97,43.57201989,43.57201989,14.74114217,81,121,65,137,199,0,14.74114217,97,65,129,TP
sub17,EP01_06,129,0.651406635,43.57201989,14.74114217,81,121,65,137,199,0,14.74114217,0,,,TN
sub17,EP01_13,65,0,28.65333936,11.38346275,76,166,60,182,354,0,11.38346275,0,,,TN
sub17,EP01_13,97,6.547292249,28.65333936,11.38346275,76,166,60,182,354,0,11.38346275,0,,,TN
sub17,EP01_13,129,27.70221746,28.65333936,11.38346275,76,166,60,182,354,0,11.38346275,129,97,161,TP
sub17,EP01_13,161,28.65333936,28.65333936,11.38346275,76,166,60,182,354,0,11.38346275,161,129,193,TP
sub17,EP01_13,193,0,28.65333936,11.38346275,76,166,60,182,354,0,11.38346275,0,,,TN
sub17,EP01_13,225,24.72965332,28.65333936,11.38346275,76,166,60,182,354,0,11.38346275,225,193,257,FP
sub17,EP01_13,257,2.055889952,28.65333936,11.38346275,76,166,60,182,354,0,11.38346275,0,,,TN
sub17,EP01_13,289,1.379309699,28.65333936,11.38346275,76,166,60,182,354,0,11.38346275,0,,,TN
sub17,EP01_15,65,16.18774131,54.86249362,23.68341164,86,126,70,142,223,0,23.68341164,0,,,TN
sub17,EP01_15,97,0,54.86249362,23.68341164,86,126,70,142,223,0,23.68341164,0,,,TN
sub17,EP01_15,129,54.86249362,54.86249362,23.68341164,86,126,70,142,223,0,23.68341164,129,97,161,TP
sub17,EP02_01,65,31.91075177,33.31538292,15.88869035,91,136,75,152,296,0,15.88869035,65,33,97,FP
sub17,EP02_01,97,0,33.31538292,15.88869035,91,136,75,152,296,0,15.88869035,0,,,TN
sub17,EP02_01,129,33.31538292,33.31538292,15.88869035,91,136,75,152,296,0,15.88869035,129,97,161,TP
sub17,EP02_01,161,30.10600743,33.31538292,15.88869035,91,136,75,152,296,0,15.88869035,161,129,193,FP
sub17,EP02_01,193,0,33.31538292,15.88869035,91,136,75,152,296,0,15.88869035,0,,,TN
sub17,EP02_01,225,0,33.31538292,15.88869035,91,136,75,152,296,0,15.88869035,0,,,TN
sub17,EP02_03,65,15.11153673,80.55596638,19.86105554,81,131,65,147,356,0,19.86105554,0,,,TN
sub17,EP02_03,97,0,80.55596638,19.86105554,81,131,65,147,356,0,19.86105554,0,,,TN
sub17,EP02_03,129,32.07792441,80.55596638,19.86105554,81,131,65,147,356,0,19.86105554,129,97,161,TP
sub17,EP02_03,161,0,80.55596638,19.86105554,81,131,65,147,356,0,19.86105554,0,,,TN
sub17,EP02_03,193,0,80.55596638,19.86105554,81,131,65,147,356,0,19.86105554,0,,,TN
sub17,EP02_03,225,80.55596638,80.55596638,19.86105554,81,131,65,147,356,0,19.86105554,225,193,257,FP
sub17,EP02_03,257,0,80.55596638,19.86105554,81,131,65,147,356,0,19.86105554,0,,,TN
sub17,EP02_03,289,31.14301676,80.55596638,19.86105554,81,131,65,147,356,0,19.86105554,289,257,321,FP
sub17,EP02_11,65,0,54.05595023,12.44732979,161,210,145,226,468,0,12.44732979,0,,,TN
sub17,EP02_11,97,54.05595023,54.05595023,12.44732979,161,210,145,226,468,0,12.44732979,97,65,129,FP
sub17,EP02_11,129,0,54.05595023,12.44732979,161,210,145,226,468,0,12.44732979,0,,,TN
sub17,EP02_11,161,0,54.05595023,12.44732979,161,210,145,226,468,0,12.44732979,0,,,TN
sub17,EP02_11,193,46.5844879,54.05595023,12.44732979,161,210,145,226,468,0,12.44732979,193,161,225,TP
sub17,EP02_11,225,18.25874,54.05595023,12.44732979,161,210,145,226,468,0,12.44732979,225,193,257,TP
sub17,EP02_11,257,0,54.05595023,12.44732979,161,210,145,226,468,0,12.44732979,0,,,TN
sub17,EP02_11,289,0.846940565,54.05595023,12.44732979,161,210,145,226,468,0,12.44732979,0,,,TN
sub17,EP02_11,321,17.17450902,54.05595023,12.44732979,161,210,145,226,468,0,12.44732979,321,289,353,FP
sub17,EP02_11,353,0,54.05595023,12.44732979,161,210,145,226,468,0,12.44732979,0,,,TN
sub17,EP02_11,385,0,54.05595023,12.44732979,161,210,145,226,468,0,12.44732979,0,,,TN
sub17,EP02_18f,65,0,26.79149095,6.101363448,91,181,75,197,303,0,6.101363448,0,,,TN
sub17,EP02_18f,97,0,26.79149095,6.101363448,91,181,75,197,303,0,6.101363448,0,,,TN
sub17,EP02_18f,129,0,26.79149095,6.101363448,91,181,75,197,303,0,6.101363448,0,,,TN
sub17,EP02_18f,161,9.816689738,26.79149095,6.101363448,91,181,75,197,303,0,6.101363448,161,129,193,TP
sub17,EP02_18f,193,26.79149095,26.79149095,6.101363448,91,181,75,197,303,0,6.101363448,193,161,225,TP
sub17,EP02_18f,225,0,26.79149095,6.101363448,91,181,75,197,303,0,6.101363448,0,,,TN
sub17,EP03_02,65,0,66.37892178,12.54872527,118,161,102,177,380,0,12.54872527,0,,,TN
sub17,EP03_02,97,0,66.37892178,12.54872527,118,161,102,177,380,0,12.54872527,0,,,TN
sub17,EP03_02,129,34.01088037,66.37892178,12.54872527,118,161,102,177,380,0,12.54872527,129,97,161,TP
sub17,EP03_02,161,0,66.37892178,12.54872527,118,161,102,177,380,0,12.54872527,0,,,TN
sub17,EP03_02,193,0,66.37892178,12.54872527,118,161,102,177,380,0,12.54872527,0,,,TN
sub17,EP03_02,225,66.37892178,66.37892178,12.54872527,118,161,102,177,380,0,12.54872527,225,193,257,FP
sub17,EP03_02,257,0,66.37892178,12.54872527,118,161,102,177,380,0,12.54872527,0,,,TN
sub17,EP03_02,289,0,66.37892178,12.54872527,118,161,102,177,380,0,12.54872527,0,,,TN
sub17,EP03_09,65,34.74188822,34.74188822,12.53847071,96,161,80,177,687,0,12.53847071,65,33,97,FP
sub17,EP03_09,97,8.801940192,34.74188822,12.53847071,96,161,80,177,687,0,12.53847071,0,,,TN
sub17,EP03_09,129,2.354690459,34.74188822,12.53847071,96,161,80,177,687,0,12.53847071,0,,,TN
sub17,EP03_09,161,0,34.74188822,12.53847071,96,161,80,177,687,0,12.53847071,0,,,TN
sub17,EP03_09,193,0,34.74188822,12.53847071,96,161,80,177,687,0,12.53847071,0,,,TN
sub17,EP03_09,225,27.46512654,34.74188822,12.53847071,96,161,80,177,687,0,12.53847071,225,193,257,FP
sub17,EP03_09,257,0,34.74188822,12.53847071,96,161,80,177,687,0,12.53847071,0,,,TN
sub17,EP03_09,289,0.887328984,34.74188822,12.53847071,96,161,80,177,687,0,12.53847071,0,,,TN
sub17,EP03_09,321,33.24284683,34.74188822,12.53847071,96,161,80,177,687,0,12.53847071,321,289,353,FP
sub17,EP03_09,353,0,34.74188822,12.53847071,96,161,80,177,687,0,12.53847071,0,,,TN
sub17,EP03_09,385,28.53218383,34.74188822,12.53847071,96,161,80,177,687,0,12.53847071,385,353,417,FP
sub17,EP03_09,417,28.36735856,34.74188822,12.53847071,96,161,80,177,687,0,12.53847071,417,385,449,FP
sub17,EP03_09,449,0,34.74188822,12.53847071,96,161,80,177,687,0,12.53847071,0,,,TN
sub17,EP03_09,481,0,34.74188822,12.53847071,96,161,80,177,687,0,12.53847071,0,,,TN
sub17,EP03_09,513,0,34.74188822,12.53847071,96,161,80,177,687,0,12.53847071,0,,,TN
sub17,EP03_09,545,27.15943885,34.74188822,12.53847071,96,161,80,177,687,0,12.53847071,545,513,577,FP
sub17,EP03_09,577,0,34.74188822,12.53847071,96,161,80,177,687,0,12.53847071,0,,,TN
sub17,EP03_09,609,34.13967038,34.74188822,12.53847071,96,161,80,177,687,0,12.53847071,609,577,641,FP
sub17,EP05_02,65,0,0,0,25,121,9,137,153,0,0,65,33,97,TP
sub17,EP05_09,65,26.01068965,32.39552836,11.09323283,121,196,105,212,317,0,11.09323283,65,33,97,FP
sub17,EP05_09,97,0,32.39552836,11.09323283,121,196,105,212,317,0,11.09323283,0,,,TN
sub17,EP05_09,129,8.15317896,32.39552836,11.09323283,121,196,105,212,317,0,11.09323283,0,,,TN
sub17,EP05_09,161,0,32.39552836,11.09323283,121,196,105,212,317,0,11.09323283,0,,,TN
sub17,EP05_09,193,32.39552836,32.39552836,11.09323283,121,196,105,212,317,0,11.09323283,193,161,225,TP
sub17,EP05_09,225,0,32.39552836,11.09323283,121,196,105,212,317,0,11.09323283,0,,,TN
sub17,EP05_10,65,0,26.95930119,12.69913371,111,151,95,167,239,0,12.69913371,0,,,TN
