1,2,3,4,5,6,7,8,9,10,11,12,Label,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02026.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02027.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02028.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02029.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02030.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02031.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02032.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02033.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02034.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02035.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02036.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02037.jpg,1,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02038.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02039.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02040.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02041.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02042.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02043.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02044.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02045.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02046.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02047.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02048.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02049.jpg,1,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02050.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02051.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02052.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02053.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02054.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02055.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02056.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02057.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02058.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02059.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02060.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02061.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02062.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02063.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02064.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02065.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02066.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02067.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02068.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02069.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02070.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02071.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02072.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02073.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02077.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02078.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02079.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02080.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02081.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02082.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02083.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02084.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02085.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02086.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02087.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02088.jpg,1,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02089.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02090.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02091.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02092.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02093.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02094.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02095.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02096.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02097.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02098.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02099.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02100.jpg,1,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02112.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02113.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02114.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02115.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02116.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02117.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02118.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02119.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02120.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02121.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02122.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02123.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02124.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02125.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02126.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02127.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02128.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02129.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02130.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02131.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02132.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02133.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02134.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02135.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02136.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02137.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02138.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02139.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02140.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02141.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02142.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02143.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02144.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02145.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02146.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02147.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02158.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02159.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02160.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02161.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02162.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02163.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02164.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02165.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02166.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02167.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02168.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02169.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02170.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02171.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02172.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02173.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02174.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02175.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02176.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02177.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02178.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02179.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02180.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02181.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02182.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02183.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02184.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02185.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02186.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02187.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02188.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02189.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02190.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02191.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02192.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02193.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02194.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02195.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02196.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02197.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02198.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02199.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02200.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02201.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02202.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02203.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02204.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02205.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02206.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02207.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02208.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02209.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02210.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02211.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02212.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02213.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02214.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02215.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02216.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02217.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02218.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02219.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02220.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02221.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02222.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02223.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02224.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02225.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02226.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02227.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02228.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02229.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02230.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02231.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02232.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02233.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02234.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02235.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02236.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02237.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02238.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02239.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02240.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02241.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02247.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02248.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02249.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02250.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02251.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02252.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02253.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02254.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02255.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02256.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02257.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02258.jpg,5,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02259.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02260.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02261.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02262.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02263.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02264.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02265.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02266.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02267.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02268.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02269.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02270.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02271.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02272.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02273.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02274.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02275.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02276.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02277.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02278.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02279.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02280.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02281.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02282.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02302.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02303.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02304.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02305.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02306.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02307.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02308.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02309.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02310.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02311.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02312.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02313.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02314.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02315.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02316.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02317.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02318.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02319.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02320.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02321.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02322.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02323.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02324.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02325.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02326.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02327.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02328.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02329.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02330.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02331.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02332.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02333.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02334.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02335.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02336.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02337.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02345.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02346.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02347.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02348.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02349.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02350.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02351.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02352.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02353.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02354.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02355.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02356.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02357.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02358.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02359.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02360.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02361.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02362.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02363.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02364.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02365.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02366.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02367.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02368.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02369.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02370.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02371.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02372.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02373.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02374.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02375.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02376.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02377.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02378.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02379.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02380.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02381.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02382.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02383.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02384.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02385.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02386.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02387.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02388.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02389.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02390.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02391.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02392.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02395.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02396.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02397.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02398.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02399.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02400.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02401.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02402.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02403.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02404.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02405.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02406.jpg,5,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02407.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02408.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02409.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02410.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02411.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02412.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02413.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02414.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02415.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02416.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02417.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02418.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02419.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02420.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02421.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02422.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02423.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02424.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02425.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02426.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02427.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02428.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02429.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02430.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02431.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02432.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02433.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02434.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02435.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02436.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02437.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02438.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02439.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02440.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02441.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02442.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02443.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02444.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02445.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02446.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02447.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02448.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02449.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02450.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02451.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02452.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02453.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S3\img02454.jpg,4,,,
